# GTOC4 solution, J2000 heliocentric ecliptic frame
# launch MJD 58128.000000, |v_inf| 3999.999 m/s, tau 1200.000 d
# J = 0, K = m_f = 1350.916203 kg, sequence: 2007DC
# MJD x[km] y[km] z[km] vx[km/s] vy[km/s] vz[km/s] m[kg] Tx[N] Ty[N] Tz[N] body
58173.0000000000 -151149480.194003 65117278.586177 1290684.266597 -18.300106913492 -25.262574876211 0.328069442153 1483.944374 -0.028588155441 0.050597128956 0.028189170399 -
58174.0000000000 -152713889.634149 62927590.781609 1318956.437455 -17.913104804641 -25.423415372367 0.326372925858 1483.754684 -0.029000803898 0.050217871305 0.028022133131 -
58175.0000000000 -154244873.120897 60724322.199032 1347080.070879 -17.526382745119 -25.576960565786 0.324631365428 1483.565538 -0.029401662652 0.049833112434 0.027858529660 -
58176.0000000000 -155742461.158817 58508098.999600 1375051.358306 -17.140085857800 -25.723307002994 0.322846682664 1483.376945 -0.029787659775 0.049439769146 0.027698242855 -
58177.0000000000 -157206696.549953 56279538.891902 1402866.655535 -16.754353690806 -25.862553756631 0.321020760269 1483.188927 -0.030161489633 0.049041396994 0.027541186299 -
58178.0000000000 -158637633.928683 54039250.941192 1430522.479384 -16.369320601331 -25.994801790613 0.319155442646 1483.001495 -0.030532152611 0.048647916661 0.027387309496 -
58179.0000000000 -160035339.331498 51787835.432399 1458015.504432 -15.985116180349 -26.120153350214 0.317252537155 1482.814625 -0.030890185723 0.048248940649 0.027236473578 -
58180.0000000000 -161399889.741521 49525883.718295 1485342.559564 -15.601864242677 -26.238712915667 0.315313808228 1482.628330 -0.031238060994 0.047847442286 0.027088601559 -
58181.0000000000 -162731372.622585 47253978.069585 1512500.624390 -15.219683595332 -26.350586203868 0.313340980342 1482.442615 -0.031571819241 0.047439595505 0.026943586216 -
58182.0000000000 -164029885.473778 44972691.560103 1539486.825695 -14.838687742669 -26.455880354170 0.311335735747 1482.257499 -0.031900268875 0.047034463830 0.026801390755 -
58183.0000000000 -165295535.407112 42682587.985116 1566298.433946 -14.458985716571 -26.554702976207 0.309299718183 1482.072967 -0.032212618832 0.046621469676 0.026661876306 -
58184.0000000000 -166528438.715670 40384221.779568 1592932.859702 -14.080681025644 -26.647163103333 0.307234526622 1481.889047 -0.032517520384 0.046209324191 0.026525011590 -
58185.0000000000 -167728720.449483 38078137.951576 1619387.649998 -13.703872884823 -26.733369886275 0.305141721338 1481.705733 -0.032810353565 0.045793688289 0.026390695442 -
58186.0000000000 -168896514.015454 35764872.046947 1645660.484827 -13.328655542314 -26.813433181228 0.303022819715 1481.523036 -0.033099943556 0.045382721120 0.026258904841 -
58187.0000000000 -170031960.786573 33444950.126839 1671749.173626 -12.955119167829 -26.887462657569 0.300879300783 1481.340939 -0.033374400702 0.044965678140 0.026129500989 -
58188.0000000000 -171135209.701975 31118888.743015 1697651.651672 -12.583348751920 -26.955568745805 0.298712598502 1481.159463 -0.033642339238 0.044550438481 0.026002464996 -
58189.0000000000 -172206416.875838 28787194.925355 1723365.976497 -12.213425411535 -27.017861405820 0.296524108863 1480.978602 -0.033898359651 0.044132342085 0.025877698792 -
58190.0000000000 -173245745.232220 26450366.196906 1748890.324411 -11.845425684600 -27.074450721216 0.294315185454 1480.798368 -0.034151193056 0.043718778525 0.025755190454 -
58191.0000000000 -174253364.149935 24108890.599175 1774222.987069 -11.479422467922 -27.125446067736 0.292087144738 1480.618744 -0.034380405904 0.043293125173 0.025634753546 -
58192.0000000000 -175229449.079401 21763246.698019 1799362.367834 -11.115483430194 -27.170957393965 0.289841256142 1480.439782 -0.034616576005 0.042880252705 0.025516514937 -
58193.0000000000 -176174181.224495 19413903.643670 1824306.978519 -10.753674104068 -27.211092687512 0.287578760709 1480.261432 -0.034839012239 0.042463347411 0.025400289209 -
58194.0000000000 -177087747.233779 17061321.239660 1849055.436165 -10.394055010525 -27.245960302676 0.285300853287 1480.083713 -0.035048606358 0.042043546402 0.025286024471 -
58195.0000000000 -177970338.826904 14705949.960654 1873606.459401 -10.036683034232 -27.275667815623 0.283008690723 1479.906640 -0.035253961480 0.041627387175 0.025173720540 -
58196.0000000000 -178822152.504886 12348231.037246 1897958.865316 -9.681611989576 -27.300321618752 0.280703395377 1479.730203 -0.035448415157 0.041209884849 0.025063281864 -
58197.0000000000 -179643389.251327 9988596.532835 1922111.566258 -9.328891844876 -27.320027509950 0.278386050066 1479.554413 -0.035632712915 0.040791772321 0.024954661483 -
58198.0000000000 -180434254.223747 7627469.412772 1946063.566564 -8.978569269319 -27.334890282047 0.276057701436 1479.379276 -0.035815503613 0.040379069079 0.024847866579 -
58199.0000000000 -181194956.493398 5265263.647624 1969813.959596 -8.630688208154 -27.345013343541 0.273719363700 1479.204775 -0.035989681142 0.039966694300 0.024742802377 -
58200.0000000000 -181925708.775029 2902384.307602 1993361.924707 -8.285289075032 -27.350499302464 0.271372013287 1479.030913 -0.036147274991 0.039549563381 0.024639368134 -
58201.0000000000 -182626727.124375 539227.634278 2016706.723987 -7.942408812188 -27.351449908168 0.269016589075 1478.857721 -0.036304015515 0.039138179974 0.024537624445 -
58202.0000000000 -183298230.702762 -1823818.843555 2039847.699454 -7.602082384242 -27.347965087552 0.266654002457 1478.685177 -0.036456244152 0.038729877099 0.024437503273 -
58203.0000000000 -183940441.561986 -4186376.183552 2062784.270380 -7.264341753364 -27.340143666532 0.264285130494 1478.513275 -0.036594802036 0.038318986807 0.024338898835 -
58204.0000000000 -184553584.375594 -6548073.940386 2085515.930263 -6.929215663475 -27.328083502693 0.261910814342 1478.342035 -0.036727708653 0.037910626151 0.024241825083 -
58205.0000000000 -185137886.208680 -8908550.053178 2108042.244048 -6.596730747700 -27.311880816962 0.259531866913 1478.171453 -0.036859236596 0.037507173039 0.024146272432 -
58206.0000000000 -185693576.330469 -11267450.709519 2130362.845665 -6.266911411267 -27.291630319943 0.257149072194 1478.001514 -0.036977490914 0.037101619189 0.024052118145 -
58207.0000000000 -186220885.985321 -13624430.237383 2152477.435264 -5.939778985967 -27.267425731237 0.254763179299 1477.832238 -0.037090482079 0.036698744919 0.023959381209 -
58208.0000000000 -186720048.181656 -15979150.988608 2174385.776600 -5.615352990826 -27.239359065010 0.252374911427 1477.663621 -0.037198236468 0.036298462900 0.023868025590 -
58209.0000000000 -187191297.519294 -18331283.202884 2196087.694674 -5.293650760397 -27.207520892897 0.249984963343 1477.495659 -0.037296534877 0.035898488022 0.023777985305 -
58210.0000000000 -187634869.994010 -20680504.887862 2217583.073238 -4.974687289053 -27.172000454519 0.247594000306 1477.328363 -0.037393511624 0.035503155261 0.023689285446 -
58211.0000000000 -188051002.830456 -23026501.686693 2238871.852501 -4.658476043565 -27.132885255664 0.245202664075 1477.161716 -0.037480644977 0.035107932009 0.023601830279 -
58212.0000000000 -188439934.311912 -25368966.750099 2259954.026826 -4.345028076833 -27.090261575340 0.242811566527 1476.995732 -0.037566055280 0.034716985298 0.023515647625 -
58213.0000000000 -188801903.617476 -27707600.608012 2280829.642486 -4.034353086532 -27.044213948360 0.240421297556 1476.830397 -0.037636664412 0.034323840501 0.023430608432 -
58214.0000000000 -189137150.655006 -30042111.045497 2301498.795397 -3.726458257947 -26.994825781998 0.238032416553 1476.665737 -0.037709108910 0.033936660481 0.023346807178 -
58215.0000000000 -189445915.922628 -32372212.968174 2321961.629082 -3.421350082717 -26.942178496344 0.235645466157 1476.501730 -0.037774466331 0.033551006851 0.023264147350 -
58216.0000000000 -189728440.387607 -34697628.262320 2342218.332761 -3.119032941613 -26.886352260616 0.233260961742 1476.338381 -0.037832195519 0.033166722744 0.023182595970 -
58217.0000000000 -189984965.328423 -37018085.676015 2362269.139191 -2.819509670372 -26.827425744026 0.230879395766 1476.175694 -0.037886114958 0.032785526846 0.023102154587 -
58218.0000000000 -190215732.215485 -39333320.684931 2382114.322797 -2.522781888009 -26.765476009364 0.228501240439 1476.013666 -0.037940126433 0.032408970702 0.023022826861 -
58219.0000000000 -190420982.609294 -41643075.354169 2401754.197955 -2.228850072591 -26.700578528009 0.226126948478 1475.852280 -0.037980325452 0.032031135577 0.022944478306 -
58220.0000000000 -190600958.019809 -43947098.219953 2421189.116989 -1.937712587274 -26.632807624317 0.223756945633 1475.691562 -0.038014819219 0.031655608853 0.022867146487 -
58221.0000000000 -190755899.782245 -46245144.166842 2440419.468297 -1.649367034781 -26.562235927807 0.221391641349 1475.531511 -0.038051952448 0.031285597337 0.022790873049 -
58222.0000000000 -190886048.994761 -48536974.282690 2459445.674983 -1.363810335339 -26.488934405461 0.219031429625 1475.372106 -0.038086610887 0.030918855221 0.022715594104 -
58223.0000000000 -190991646.428120 -50822355.729278 2478268.193278 -1.081038000278 -26.412972692530 0.216676683427 1475.213342 -0.038104311520 0.030550006648 0.022641170190 -
58224.0000000000 -191072932.382835 -53101061.635720 2496887.510558 -0.801043642459 -26.334419288711 0.214327750803 1475.055249 -0.038122400895 0.030185681657 0.022567717786 -
58225.0000000000 -191130146.608145 -55372870.970567 2515304.143862 -0.523820897484 -26.253340868852 0.211984970440 1474.897815 -0.038140165800 0.029825377251 0.022495209884 -
58226.0000000000 -191163528.260694 -57637568.402822 2533518.638744 -0.249362421233 -26.169802715561 0.209648663826 1474.741027 -0.038156825723 0.029468673493 0.022423619302 -
58227.0000000000 -191173315.822013 -59894944.182119 2551531.567811 0.022340061095 -26.083868730243 0.207319135774 1474.584875 -0.038157477039 0.029110614162 0.022352802924 -
58228.0000000000 -191159746.984578 -62144794.031589 2569343.529009 0.291296531630 -25.995601715634 0.204996668133 1474.429390 -0.038159808516 0.028757184362 0.022282886104 -
58229.0000000000 -191123058.588911 -64386919.025984 2586955.144343 0.557516721315 -25.905062752108 0.202681536029 1474.274555 -0.038163008684 0.028407858752 0.022213843383 -
58230.0000000000 -191063486.600514 -66621125.460123 2604367.058935 0.821011146624 -25.812311597183 0.200373999551 1474.120356 -0.038156671426 0.028059398713 0.022145569091 -
58231.0000000000 -190981266.019669 -68847224.742268 2621579.939543 1.081791626781 -25.717406863291 0.198074299514 1473.966807 -0.038144481726 0.027713051372 0.022078075360 -
58232.0000000000 -190876630.806437 -71065033.284659 2638594.473214 1.339870414686 -25.620405774068 0.195782664832 1473.813912 -0.038135029741 0.027371204182 0.022011417135 -
58233.0000000000 -190749813.857423 -73274372.381480 2655411.366384 1.595259867652 -25.521364117071 0.193499315502 1473.661653 -0.038117736883 0.027030799034 0.021945487568 -
58234.0000000000 -190601046.949950 -75475068.099428 2672031.343718 1.847973531216 -25.420336583042 0.191224453558 1473.510039 -0.038096340336 0.026692937578 0.021880301457 -
58235.0000000000 -190430560.677306 -77666951.173298 2688455.146885 2.098025261769 -25.317376542378 0.188958270634 1473.359071 -0.038074663495 0.026358541355 0.021815875479 -
58236.0000000000 -190238584.423707 -79849856.893241 2704683.533681 2.345429184816 -25.212536076239 0.186700948506 1473.208738 -0.038046784087 0.026026079123 0.021752142753 -
58237.0000000000 -190025346.317874 -82023625.000486 2720717.276985 2.590200231437 -25.105866141190 0.184452654594 1473.059046 -0.038021432099 0.025697613439 0.021689163762 -
58238.0000000000 -189791073.202017 -84188099.581979 2736557.163859 2.832353245472 -24.997416379396 0.182213549838 1472.909980 -0.037982750392 0.025369472617 0.021626785076 -
58239.0000000000 -189535990.578467 -86343128.972253 2752203.994460 3.071904393606 -24.887235476046 0.179983776526 1472.761563 -0.037949364447 0.025045868273 0.021565155365 -
58240.0000000000 -189260322.584090 -88488565.651686 2767658.581215 3.308869112109 -24.775370718055 0.177763476393 1472.613772 -0.037905312995 0.024723292909 0.021504119945 -
58241.0000000000 -188964291.967025 -90624266.146161 2782921.748014 3.543264106448 -24.661868468080 0.175552773194 1472.466625 -0.037869422804 0.024405571809 0.021443832112 -
58242.0000000000 -188648120.066407 -92750090.929549 2797994.329459 3.775105282371 -24.546773755480 0.173351791121 1472.320093 -0.037825627505 0.024089391492 0.021384135805 -
58243.0000000000 -188312026.794189 -94865904.327512 2812877.170127 4.004409766474 -24.430130716367 0.171160637004 1472.174186 -0.037772705319 0.023774723053 0.021325006459 -
58244.0000000000 -187956230.568384 -96971574.432921 2827571.123422 4.231195009930 -24.311982421996 0.168979408334 1472.028919 -0.037724662579 0.023464010630 0.021266557737 -
58245.0000000000 -187580948.324693 -99066973.008487 2842077.051128 4.455477870408 -24.192370754560 0.166808201705 1471.884270 -0.037670273199 0.023155242753 0.021208676093 -
58246.0000000000 -187186395.504817 -101151975.396221 2856395.822773 4.677276069816 -24.071336689605 0.164647099796 1471.740247 -0.037618570421 0.022849844502 0.021151431893 -
58247.0000000000 -186772786.034116 -103226460.431292 2870528.314903 4.896606983131 -23.948920115067 0.162496182463 1471.596835 -0.037558204018 0.022546074696 0.021094709805 -
58248.0000000000 -186340332.300805 -105290310.356971 2884475.410381 5.113488814023 -23.825160037746 0.160355516122 1471.454048 -0.037493088709 0.022244623012 0.021038534118 -
58249.0000000000 -185889245.123937 -107343410.743223 2898237.997594 5.327939678830 -23.700094461002 0.158225162215 1471.311889 -0.037437567820 0.021947215128 0.020983027049 -
58250.0000000000 -185419733.788231 -109385650.398253 2911816.970279 5.539976975021 -23.573760344080 0.156105183257 1471.170327 -0.037364685654 0.021650496282 0.020927927591 -
58251.0000000000 -184932006.002207 -111416921.292049 2925213.226658 5.749619788382 -23.446193920512 0.153995620575 1471.029397 -0.037304347088 0.021357965105 0.020873504459 -
58252.0000000000 -184426267.897308 -113437118.477152 2938427.668961 5.956885536670 -23.317430315371 0.151896525670 1470.889060 -0.037234685638 0.021067079351 0.020819543133 -
58253.0000000000 -183902724.041386 -115446140.009053 2951461.203093 6.161792993810 -23.187503919628 0.149807932096 1470.749333 -0.037159698219 0.020778418726 0.020766070913 -
58254.0000000000 -183361577.387811 -117443886.875687 2964314.737701 6.364360755551 -23.056448226078 0.147729869870 1470.610221 -0.037083458407 0.020492348712 0.020713116888 -
58255.0000000000 -182803029.291708 -119430262.921190 2976989.183887 6.564607220220 -22.924295860913 0.145662365818 1470.471720 -0.037010107240 0.020209087572 0.020660711684 -
58256.0000000000 -182227279.527795 -121405174.772217 2989485.454944 6.762550570762 -22.791078611120 0.143605443892 1470.333815 -0.036927974696 0.019927791597 0.020608734653 -
58257.0000000000 -181634526.269427 -123368531.768925 3001804.465736 6.958209690627 -22.656827505392 0.141559116485 1470.196522 -0.036851762399 0.019649388942 0.020557318527 -
58258.0000000000 -181024966.095563 -125320245.895750 3013947.132346 7.151602601703 -22.521572728191 0.139523399523 1470.059820 -0.036769778934 0.019373122469 0.020506342241 -
58259.0000000000 -180398793.998716 -127260231.713523 3025914.371752 7.342748003464 -22.385343736726 0.137498297757 1469.923715 -0.036686183900 0.019099249230 0.020455837759 -
58260.0000000000 -179756203.367135 -129188406.294816 3037707.101251 7.531664330361 -22.248169218968 0.135483813929 1469.788205 -0.036599852650 0.018827707201 0.020405786177 -
58261.0000000000 -179097385.994747 -131104689.159050 3049326.238171 7.718370051853 -22.110077129724 0.133479945975 1469.653291 -0.036515016909 0.018558573138 0.020356221424 -
58262.0000000000 -178422532.092169 -133009002.209527 3060772.699592 7.902883347577 -21.971094699502 0.131486690305 1469.518963 -0.036425214771 0.018291681476 0.020307072376 -
58263.0000000000 -177731830.284997 -134901269.672197 3072047.401960 8.085222726643 -21.831248465498 0.129504035796 1469.385226 -0.036334692886 0.018027118254 0.020258373651 -
58264.0000000000 -177025467.612926 -136781418.035822 3083151.260706 8.265406389263 -21.690564273223 0.127531970167 1469.252077 -0.036242355585 0.017764839782 0.020210107372 -
58265.0000000000 -176303629.543227 -138649375.993251 3094085.190025 8.443452532510 -21.549067300247 0.125570477057 1469.119513 -0.036147102573 0.017504857597 0.020162255594 -
58266.0000000000 -175566499.971350 -140505074.384246 3104850.102524 8.619379342797 -21.406782068769 0.123619536163 1468.987535 -0.036058682945 0.017246939177 0.020114910013 -
58267.0000000000 -174814261.249736 -142348446.140157 3115446.909173 8.793204350387 -21.263732475492 0.121679129848 1468.856123 -0.035954331739 0.016991595988 0.020067834079 -
58268.0000000000 -174047094.162187 -144179426.228648 3125876.518702 8.964946334900 -21.119941763099 0.119749223959 1468.725308 -0.035860095508 0.016738158707 0.020021285398 -
58269.0000000000 -173265177.940241 -145997951.600830 3136139.837437 9.134622447801 -20.975432604580 0.117829797029 1468.595060 -0.035764078366 0.016486829818 0.019975137493 -
58270.0000000000 -172468690.307692 -147803961.140467 3146237.769430 9.302250438065 -20.830227066583 0.115920817832 1468.465379 -0.035654274924 0.016238346637 0.019929260657 -
58271.0000000000 -171657807.428926 -149597395.610842 3156171.215603 9.467848653242 -20.684346592281 0.114022245288 1468.336291 -0.035562414854 0.015990926130 0.019883975999 -
58272.0000000000 -170832703.968601 -151378197.607904 3165941.074059 9.631433460815 -20.537812163624 0.112134055129 1468.207750 -0.035454655938 0.015746501686 0.019838928555 -
58273.0000000000 -169993553.096271 -153146311.511570 3175548.239813 9.793023101469 -20.390644096457 0.110256200231 1468.079787 -0.035351849983 0.015503797069 0.019794328800 -
58274.0000000000 -169140526.463766 -154901683.436911 3184993.604264 9.952634466211 -20.242862242788 0.108388643983 1467.952385 -0.035241994823 0.015263680960 0.019750046393 -
58275.0000000000 -168273794.238475 -156644261.189197 3194278.055239 10.110285025432 -20.094485877710 0.106531340348 1467.825557 -0.035135061829 0.015025328561 0.019706180652 -
58276.0000000000 -167393525.109328 -158373994.218912 3203402.476766 10.265991531708 -19.945533811918 0.104684247475 1467.699290 -0.035030062149 0.014788693492 0.019662716761 -
58277.0000000000 -166499886.321109 -160090833.580196 3212367.749155 10.419770661130 -19.796024358501 0.102847321093 1467.573575 -0.034920478098 0.014554439621 0.019619580890 -
58278.0000000000 -165593043.667155 -161794731.886583 3221174.748636 10.571639335429 -19.645975303446 0.101020511120 1467.448419 -0.034810831319 0.014322099601 0.019576816325 -
58279.0000000000 -164673161.496339 -163485643.268857 3229824.347164 10.721614068985 -19.495403984264 0.099203768644 1467.323816 -0.034700139162 0.014091751023 0.019534408182 -
58280.0000000000 -163740402.734398 -165163523.335425 3238317.412374 10.869711289963 -19.344327269664 0.097397042596 1467.199764 -0.034587422835 0.013863520797 0.019492341531 -
58281.0000000000 -162794928.891504 -166828329.132191 3246654.807396 11.015947337462 -19.192761568156 0.095600279818 1467.076264 -0.034471708046 0.013637571969 0.019450601444 -
58282.0000000000 -161836900.070078 -168480019.103183 3254837.390683 11.160338458852 -19.040722837148 0.093813425149 1466.953318 -0.034357586840 0.013413223648 0.019409233690 -
58283.0000000000 -160866474.986973 -170118553.054208 3262866.015990 11.302900479734 -18.888226643622 0.092036425077 1466.830918 -0.034244117381 0.013190536088 0.019368224378 -
58284.0000000000 -159883810.995924 -171743892.117694 3270741.532373 11.443649127811 -18.735288131234 0.090269224298 1466.709059 -0.034130362276 0.012969617007 0.019327559568 -
58285.0000000000 -158889064.096099 -173355998.716450 3278464.784032 11.582600030836 -18.581922028006 0.088511765788 1466.587735 -0.034009814137 0.012751628575 0.019287163580 -
58286.0000000000 -157882388.926629 -174954836.525520 3286036.610014 11.719769043183 -18.428142594442 0.086763987223 1466.466960 -0.033892687681 0.012534787693 0.019247145649 -
58287.0000000000 -156863938.789645 -176540370.439712 3293457.844224 11.855171259268 -18.273963807013 0.085025831939 1466.346721 -0.033778078304 0.012319116483 0.019207492897 -
58288.0000000000 -155833865.687703 -178112566.544889 3300729.315606 11.988821667254 -18.119399261594 0.083297241812 1466.227008 -0.033653916566 0.012107017606 0.019168066814 -
58289.0000000000 -154792320.304589 -179671392.079442 3307851.847703 12.120735805894 -17.964462042730 0.081578149900 1466.107839 -0.033536049387 0.011895331264 0.019129041793 -
58290.0000000000 -153739452.028852 -181216815.404670 3314826.258692 12.250928118578 -17.809165060687 0.079868498941 1465.989196 -0.033412419911 0.011686512645 0.019090279056 -
58291.0000000000 -152675408.977452 -182748805.975828 3321653.361423 12.379413596792 -17.653520729667 0.078168222957 1465.871087 -0.033293324915 0.011478323570 0.019051892201 -
